
v_rms,i_rms,p_real,s_apparent,pf,q_reactive,crest_factor,thd,label_bulb100,label_bulb60,label_iron,label_charger,timestamp
242.7,0.0,0.0,0.0,0.0,0.0,0.0,9.121,0,0,0,0,1782503767.1200907
262.4,0.0,0.0,0.0,0.0,0.0,0.0,9.269,0,0,0,0,1782503768.0441127
245.4,0.0,0.0,0.0,0.0,0.0,0.0,6.806,0,0,0,0,1782503768.8542004
247.8,0.0,0.0,0.0,0.0,0.0,0.0,3.198,0,0,0,0,1782503769.4937353
250.9,0.0,0.0,0.0,0.0,0.0,0.0,11.309,0,0,0,0,1782503770.1951118
255.5,0.0,0.0,0.0,0.0,0.0,0.0,13.557,0,0,0,0,1782503771.0679622
259.0,0.0,0.0,0.0,0.0,0.0,0.0,13.294,0,0,0,0,1782503771.9077892
240.9,0.0,0.0,0.0,0.0,0.0,0.0,5.35,0,0,0,0,1782503772.3481507
247.3,0.0,0.0,0.0,0.0,0.0,0.0,6.048,0,0,0,0,1782503772.78774
252.8,0.0,0.0,0.0,0.0,0.0,0.0,13.07,0,0,0,0,1782503773.2301388
249.0,0.0,0.0,0.0,0.0,0.0,0.0,23.511,0,0,0,0,1782503774.1024437
256.0,0.0,0.0,0.0,0.0,0.0,0.0,18.208,0,0,0,0,1782503775.0248773
243.0,0.0,0.0,0.0,0.0,0.0,0.0,8.818,0,0,0,0,1782503775.9279065
244.4,0.0,0.0,0.0,0.0,0.0,0.0,6.97,0,0,0,0,1782503776.7455914
250.5,0.0,0.0,0.0,0.0,0.0,0.0,4.405,0,0,0,0,1782503777.719447
247.3,0.0,0.0,0.0,0.0,0.0,0.0,10.987,0,0,0,0,1782503778.486696
267.1,0.0,0.0,0.0,0.0,0.0,0.0,25.542,0,0,0,0,1782503779.4095051
240.1,0.0,0.0,0.0,0.0,0.0,0.0,113.837,0,0,0,0,1782503780.7414527
244.3,0.436,106.5,106.5,1.0,0.0,2.52,4.359,1,0,0,0,1782503797.22793
247.9,0.433,107.3,107.3,1.0,0.0,2.76,8.23,1,0,0,0,1782503798.1152124
250.0,0.438,109.4,109.4,1.0,0.0,2.8,5.278,1,0,0,0,1782503799.4857368
245.5,0.431,105.8,105.8,1.0,0.0,2.83,5.609,1,0,0,0,1782503800.2978897
238.1,0.433,103.1,103.1,1.0,0.0,3.16,13.691,1,0,0,0,1782503801.0760448
240.3,0.429,103.1,103.1,1.0,0.0,2.81,28.835,1,0,0,0,1782503801.9895067
251.7,0.432,108.8,108.8,1.0,0.0,2.64,5.834,1,0,0,0,1782503802.821165
245.3,0.434,106.5,106.5,1.0,0.0,2.5,10.088,1,0,0,0,1782503803.2684908
239.8,0.435,104.4,104.4,1.0,0.0,3.04,11.405,1,0,0,0,1782503804.1350057
244.7,0.427,104.6,104.6,1.0,0.0,3.1,7.333,1,0,0,0,1782503805.0079534
245.4,0.435,106.8,106.8,1.0,0.0,2.63,4.484,1,0,0,0,1782503805.4456165
239.5,0.434,103.9,103.9,1.0,0.0,2.82,7.582,1,0,0,0,1782503805.8906324
241.6,0.434,104.7,104.7,1.0,0.0,2.66,4.537,1,0,0,0,1782503806.761465
254.2,0.431,109.7,109.7,1.0,0.0,2.8,7.951,1,0,0,0,1782503807.6716735
250.3,0.437,109.4,109.4,1.0,0.0,2.77,5.965,1,0,0,0,1782503808.6213062
251.8,0.438,110.4,110.4,1.0,0.0,2.88,2.447,1,0,0,0,1782503809.4127083
247.1,0.431,106.4,106.4,1.0,0.0,2.86,13.315,1,0,0,0,1782503810.264464
246.7,0.433,106.7,106.7,1.0,0.0,2.56,8.358,1,0,0,0,1782503810.6912017
244.6,0.433,105.8,105.8,1.0,0.0,2.82,5.599,1,0,0,0,1782503811.5637476
242.8,0.427,103.8,103.8,1.0,0.0,2.57,14.207,1,0,0,0,1782503812.000758
241.8,0.426,103.0,103.0,1.0,0.0,2.96,10.149,1,0,0,0,1782503812.443521
244.3,0.431,105.4,105.4,1.0,0.0,2.95,7.963,1,0,0,0,1782503812.880636
245.4,0.436,107.1,107.1,1.0,0.0,2.82,4.342,1,0,0,0,1782503813.31878
238.8,0.436,104.1,104.1,1.0,0.0,2.83,16.294,1,0,0,0,1782503813.7590854
246.5,0.43,106.0,106.0,1.0,0.0,2.66,19.265,1,0,0,0,1782503815.5634224
244.7,0.432,105.6,105.6,1.0,0.0,2.54,3.57,1,0,0,0,1782503816.3727565
243.1,0.433,105.3,105.3,1.0,0.0,2.91,5.432,1,0,0,0,1782503816.824381
247.6,0.429,106.2,106.2,1.0,0.0,3.13,16.889,1,0,0,0,1782503817.685083
249.6,0.433,108.1,108.1,1.0,0.0,2.84,7.73,1,0,0,0,1782503819.2405217
257.5,0.434,111.8,111.8,1.0,0.0,2.69,4.819,1,0,0,0,1782503819.88743
246.5,0.433,106.8,106.8,1.0,0.0,2.71,5.685,1,0,0,0,1782503820.3697226
242.6,0.429,104.1,104.1,1.0,0.0,2.69,56.027,1,0,0,0,1782503821.239581
249.7,0.432,107.9,107.9,1.0,0.0,3.11,5.271,1,0,0,0,1782503822.1323924
254.1,0.433,110.0,110.0,1.0,0.0,2.66,5.853,1,0,0,0,1782503822.924878
239.9,0.433,104.0,104.0,1.0,0.0,2.95,3.765,1,0,0,0,1782503823.3673606
260.4,0.432,112.4,112.4,1.0,0.0,2.68,34.987,1,0,0,0,1782503824.2352798
246.4,0.433,106.7,106.7,1.0,0.0,2.73,18.552,1,0,0,0,1782503825.3404317
250.8,0.434,108.8,108.8,1.0,0.0,2.78,6.065,1,0,0,0,1782503826.4885304
248.1,0.434,107.6,107.6,1.0,0.0,3.07,4.659,1,0,0,0,1782503827.2872791
243.0,0.432,104.9,104.9,1.0,0.0,3.03,5.872,1,0,0,0,1782503827.7298417
239.5,0.431,103.2,103.2,1.0,0.0,3.08,10.847,1,0,0,0,1782503828.164585
245.1,0.434,106.3,106.3,1.0,0.0,2.74,9.534,1,0,0,0,1782503829.483031
243.6,0.437,106.5,106.5,1.0,0.0,2.76,3.135,1,0,0,0,1782503829.9956868
249.5,0.43,107.4,107.4,1.0,0.0,3.01,5.722,1,0,0,0,1782503830.8133016
245.3,0.433,106.1,106.1,1.0,0.0,2.78,12.094,1,0,0,0,1782503831.6582766
251.8,0.434,109.3,109.3,1.0,0.0,2.95,10.235,1,0,0,0,1782503832.552647
240.0,0.432,103.7,103.7,1.0,0.0,2.83,5.854,1,0,0,0,1782503833.0676694
251.2,0.434,109.1,109.1,1.0,0.0,2.97,4.025,1,0,0,0,1782503833.8457854
246.9,0.432,106.6,106.6,1.0,0.0,2.73,5.134,1,0,0,0,1782503834.7164211
240.7,0.432,104.1,104.1,1.0,0.0,2.67,9.906,1,0,0,0,1782503835.1533985
245.1,0.435,106.7,106.7,1.0,0.0,2.69,21.061,1,0,0,0,1782503835.595122
239.3,0.435,104.1,104.1,1.0,0.0,2.89,3.548,1,0,0,0,1782503836.0357914
252.7,0.432,109.2,109.2,1.0,0.0,3.17,7.061,1,0,0,0,1782503836.4713748
240.0,0.434,104.1,104.1,1.0,0.0,2.84,11.394,1,0,0,0,1782503836.9121337
249.9,0.432,108.0,108.0,1.0,0.0,2.99,8.234,1,0,0,0,1782503837.7859826
246.8,0.432,106.7,106.7,1.0,0.0,2.79,6.099,1,0,0,0,1782503838.6998775
251.4,0.432,108.5,108.5,1.0,0.0,3.2,7.986,1,0,0,0,1782503839.6187751
252.5,0.431,108.9,108.9,1.0,0.0,2.8,4.359,1,0,0,0,1782503840.4404254
243.8,0.432,105.3,105.3,1.0,0.0,2.97,10.937,1,0,0,0,1782503841.3622792
244.5,0.437,106.9,106.9,1.0,0.0,2.8,10.01,1,0,0,0,1782503842.1812344
243.7,0.435,106.0,106.0,1.0,0.0,2.73,14.76,1,0,0,0,1782503843.1042244
243.1,0.432,105.0,105.0,1.0,0.0,2.57,5.912,1,0,0,0,1782503843.9218338
248.3,0.435,107.9,107.9,1.0,0.0,2.78,4.566,1,0,0,0,1782503844.8439653
256.8,0.434,111.5,111.5,1.0,0.0,2.78,5.835,1,0,0,0,1782503845.6625764
242.8,0.43,104.4,104.4,1.0,0.0,2.92,45.012,1,0,0,0,1782503846.0793998
250.0,0.435,108.6,108.6,1.0,0.0,2.71,5.263,1,0,0,0,1782503846.5238664
247.3,0.433,107.1,107.1,1.0,0.0,2.74,17.191,1,0,0,0,1782503847.3937633
242.3,0.433,104.9,104.9,1.0,0.0,3.01,9.298,1,0,0,0,1782503847.8310008
244.9,0.431,105.5,105.5,1.0,0.0,2.9,9.623,1,0,0,0,1782503848.2701986
246.6,0.435,107.3,107.3,1.0,0.0,2.72,7.138,1,0,0,0,1782503849.167093
241.4,0.434,104.7,104.7,1.0,0.0,2.91,7.289,1,0,0,0,1782503849.6563182
250.6,0.433,108.5,108.5,1.0,0.0,2.61,7.126,1,0,0,0,1782503850.474326
249.8,0.433,108.3,108.3,1.0,0.0,2.69,3.565,1,0,0,0,1782503851.3972986
252.2,0.432,108.9,108.9,1.0,0.0,2.8,18.109,1,0,0,0,1782503852.2154458
251.9,0.433,109.2,109.2,1.0,0.0,3.62,13.225,1,0,0,0,1782503853.14209
247.5,0.426,105.5,105.5,1.0,0.0,2.45,5.787,1,0,0,0,1782503853.957167
243.5,0.439,106.8,106.8,1.0,0.0,3.16,5.03,1,0,0,0,1782503854.877654
244.6,0.431,105.5,105.5,1.0,0.0,3.05,2.654,1,0,0,0,1782503855.7212355
239.8,0.432,103.5,103.5,1.0,0.0,2.92,1.976,1,0,0,0,1782503856.6191745
247.6,0.434,107.5,107.5,1.0,0.0,2.81,6.078,1,0,0,0,1782503857.4441004
247.6,0.43,106.4,106.4,1.0,0.0,2.71,5.048,1,0,0,0,1782503858.3602388
245.6,0.43,105.7,105.7,1.0,0.0,2.62,45.725,1,0,0,0,1782503859.2799392
252.8,0.431,109.0,109.0,1.0,0.0,2.61,6.542,1,0,0,0,1782503860.1020255
249.9,0.433,108.2,108.2,1.0,0.0,3.04,4.775,1,0,0,0,1782503860.9344351
246.7,0.431,106.4,106.4,1.0,0.0,2.86,22.904,1,0,0,0,1782503861.816014
247.2,0.432,106.7,106.7,1.0,0.0,2.73,10.295,1,0,0,0,1782503862.7636597
244.6,0.429,105.0,105.0,1.0,0.0,2.65,8.91,1,0,0,0,1782503863.581902
246.7,0.434,107.0,107.0,1.0,0.0,2.78,7.734,1,0,0,0,1782503864.5105972
246.7,0.43,106.2,106.2,1.0,0.0,2.58,3.583,1,0,0,0,1782503865.3313406
251.0,0.434,108.9,108.9,1.0,0.0,2.53,9.74,1,0,0,0,1782503866.227442
248.8,0.428,106.6,106.6,1.0,0.0,2.56,9.554,1,0,0,0,1782503867.0620458
246.3,0.436,107.4,107.4,1.0,0.0,2.75,6.507,1,0,0,0,1782503867.9851968
251.9,0.437,110.1,110.1,1.0,0.0,2.81,3.78,1,0,0,0,1782503868.8032882
245.1,0.431,105.6,105.6,1.0,0.0,2.65,3.397,1,0,0,0,1782503869.7258933
252.9,0.429,108.4,108.4,1.0,0.0,3.07,16.751,1,0,0,0,1782503870.6484146
243.7,0.434,105.9,105.9,1.0,0.0,2.75,9.559,1,0,0,0,1782503871.409249
238.7,0.438,104.5,104.5,1.0,0.0,2.7,25.731,1,0,0,0,1782503872.2816403
245.0,0.437,107.2,107.2,1.0,0.0,2.45,13.135,1,0,0,0,1782503873.2080717
250.4,0.432,108.3,108.3,1.0,0.0,3.17,107.733,1,0,0,0,1782503874.028712
242.9,0.431,104.8,104.8,1.0,0.0,2.8,4.303,1,0,0,0,1782503874.4869623
243.4,0.431,105.0,105.0,1.0,0.0,2.62,7.164,1,0,0,0,1782503874.9467738
254.1,0.437,110.9,110.9,1.0,0.0,2.76,10.376,1,0,0,0,1782503875.8681936
246.1,0.431,106.0,106.0,1.0,0.0,3.1,8.264,1,0,0,0,1782503876.67
244.1,0.431,105.2,105.2,1.0,0.0,2.54,15.408,1,0,0,0,1782503877.5248935
239.8,0.434,104.1,104.1,1.0,0.0,3.09,40.713,1,0,0,0,1782503877.962739
244.1,0.436,106.5,106.5,1.0,0.0,2.82,11.791,1,0,0,0,1782503878.4041705
241.8,0.436,105.4,105.4,1.0,0.0,2.91,6.589,1,0,0,0,1782503878.8414907
240.5,0.436,104.9,104.9,1.0,0.0,2.88,4.61,1,0,0,0,1782503879.2800786
252.8,0.435,110.1,110.1,1.0,0.0,3.15,29.416,1,0,0,0,1782503879.719942
249.7,0.43,107.5,107.5,1.0,0.0,2.65,24.191,1,0,0,0,1782503880.599633
238.1,0.436,103.7,103.7,1.0,0.0,2.7,5.117,1,0,0,0,1782503881.0303617
245.8,0.429,105.5,105.5,1.0,0.0,2.99,12.211,1,0,0,0,1782503881.4706085
240.8,0.429,103.2,103.2,1.0,0.0,2.69,27.48,1,0,0,0,1782503881.9152997
243.4,0.432,105.3,105.3,1.0,0.0,2.69,4.423,1,0,0,0,1782503882.349992
247.3,0.436,107.8,107.8,1.0,0.0,2.82,5.024,1,0,0,0,1782503882.7861726
250.0,0.434,108.5,108.5,1.0,0.0,2.82,5.387,1,0,0,0,1782503883.6645904
237.4,0.435,103.3,103.3,1.0,0.0,2.77,10.922,1,0,0,0,1782503884.1645718
251.3,0.437,109.8,109.8,1.0,0.0,3.0,6.109,1,0,0,0,1782503885.0859218
244.9,0.438,107.3,107.3,1.0,0.0,2.74,5.266,1,0,0,0,1782503886.3132064
245.2,0.434,106.4,106.4,1.0,0.0,2.54,3.037,1,0,0,0,1782503887.2363458
246.4,0.252,62.2,62.2,1.0,0.0,3.21,5.676,0,1,0,0,1782503912.329559
244.6,0.258,63.0,63.0,1.0,0.0,3.48,13.25,0,1,0,0,1782503913.2462163
248.0,0.255,63.3,63.3,1.0,0.0,3.46,6.96,0,1,0,0,1782503914.167705
243.8,0.254,61.8,61.8,1.0,0.0,3.5,8.016,0,1,0,0,1782503914.9862163
248.8,0.255,63.4,63.4,1.0,0.0,3.63,24.433,0,1,0,0,1782503915.8211026
250.6,0.255,63.8,63.8,1.0,0.0,3.63,30.019,0,1,0,0,1782503916.7275338
244.8,0.255,62.4,62.4,1.0,0.0,3.73,10.482,0,1,0,0,1782503917.1358004
246.2,0.254,62.6,62.6,1.0,0.0,3.6,8.095,0,1,0,0,1782503918.058499
249.8,0.251,62.8,62.8,1.0,0.0,3.29,9.285,0,1,0,0,1782503918.8795269
244.2,0.257,62.7,62.7,1.0,0.0,3.69,8.268,0,1,0,0,1782503919.387153
248.2,0.255,63.3,63.3,1.0,0.0,3.45,7.681,0,1,0,0,1782503920.2085154
246.7,0.254,62.8,62.8,1.0,0.0,3.87,7.691,0,1,0,0,1782503921.1307044
247.0,0.26,64.3,64.3,1.0,0.0,4.32,6.093,0,1,0,0,1782503921.5396488
247.7,0.254,62.9,62.9,1.0,0.0,3.59,5.026,0,1,0,0,1782503922.3892603
251.6,0.254,63.9,63.9,1.0,0.0,3.29,6.379,0,1,0,0,1782503923.2810972
245.6,0.257,63.2,63.2,1.0,0.0,3.75,2.675,0,1,0,0,1782503924.201257
240.7,0.26,62.5,62.5,1.0,0.0,3.42,12.979,0,1,0,0,1782503925.0221117
253.6,0.257,65.2,65.2,1.0,0.0,3.32,3.175,0,1,0,0,1782503925.934781
253.5,0.254,64.5,64.5,1.0,0.0,3.5,8.883,0,1,0,0,1782503926.762081
249.6,0.257,64.1,64.1,1.0,0.0,3.34,3.415,0,1,0,0,1782503927.1835666
245.6,0.255,62.6,62.6,1.0,0.0,3.22,5.367,0,1,0,0,1782503927.622064
253.9,0.254,64.4,64.4,1.0,0.0,3.33,7.188,0,1,0,0,1782503928.4974215
241.5,0.256,61.9,61.9,1.0,0.0,3.22,10.72,0,1,0,0,1782503928.934047
245.1,0.256,62.8,62.8,1.0,0.0,3.79,3.346,0,1,0,0,1782503929.3727243
239.7,0.258,61.8,61.8,1.0,0.0,3.6,25.874,0,1,0,0,1782503929.8119414
250.2,0.253,63.4,63.4,1.0,0.0,3.31,15.35,0,1,0,0,1782503930.2504382
240.9,0.256,61.6,61.6,1.0,0.0,3.55,6.62,0,1,0,0,1782503930.6904914
250.1,0.257,64.2,64.2,1.0,0.0,3.14,3.593,0,1,0,0,1782503931.1267917
242.4,0.258,62.5,62.5,1.0,0.0,3.79,39.143,0,1,0,0,1782503932.002443
244.7,0.255,62.4,62.4,1.0,0.0,3.52,17.703,0,1,0,0,1782503932.4393594
240.0,0.256,61.5,61.5,1.0,0.0,3.41,2.812,0,1,0,0,1782503932.879597
249.4,0.253,63.2,63.2,1.0,0.0,3.37,5.331,0,1,0,0,1782503933.4003046
243.5,0.251,61.1,61.1,1.0,0.0,3.5,17.434,0,1,0,0,1782503934.3401198
239.6,0.257,61.5,61.5,1.0,0.0,3.73,9.501,0,1,0,0,1782503935.0673034
248.3,0.255,63.3,63.3,1.0,0.0,3.57,3.979,0,1,0,0,1782503935.5056024
243.1,0.253,61.6,61.6,1.0,0.0,4.0,13.082,0,1,0,0,1782503935.9436607
246.5,0.255,62.8,62.8,1.0,0.0,3.56,7.031,0,1,0,0,1782503936.3822937
239.7,0.255,61.2,61.2,1.0,0.0,3.66,5.153,0,1,0,0,1782503936.8222742
251.3,0.254,63.8,63.8,1.0,0.0,3.51,10.697,0,1,0,0,1782503937.259591
237.7,0.257,61.1,61.1,1.0,0.0,3.32,9.283,0,1,0,0,1782503938.1320202
239.5,0.255,61.1,61.1,1.0,0.0,3.78,6.517,0,1,0,0,1782503939.0145943
246.7,0.253,62.5,62.5,1.0,0.0,3.37,6.205,0,1,0,0,1782503939.8793223
249.2,0.252,62.9,62.9,1.0,0.0,3.56,4.943,0,1,0,0,1782503940.7885642
251.1,0.258,64.7,64.7,1.0,0.0,3.27,3.097,0,1,0,0,1782503941.629767
247.9,0.258,63.9,63.9,1.0,0.0,3.03,17.522,0,1,0,0,1782503942.0655377
245.9,0.252,61.9,61.9,1.0,0.0,3.42,11.951,0,1,0,0,1782503942.504021
240.4,0.257,61.8,61.8,1.0,0.0,3.41,35.735,0,1,0,0,1782503942.941641
244.8,0.258,63.1,63.1,1.0,0.0,3.43,7.303,0,1,0,0,1782503943.4528823
245.9,0.252,62.1,62.1,1.0,0.0,3.7,6.351,0,1,0,0,1782503944.2700472
251.4,0.255,64.1,64.1,1.0,0.0,3.14,8.084,0,1,0,0,1782503945.129831
